,url,label
0,7not.net/?m=video&id=153,good
1,baseball-almanac.com/teamstats/roster.php?y=1961&t=KC1,good
2,fenilandbollywood.com/tag/zokkomon/,good
3,flickr.com/photos/sfagogo/5298143379/,good
4,raphael-saadiq.freedownloadmp3.net/,good
5,chelseaperetti.blogspot.com/,good
6,en.wikipedia.org/wiki/Walter_Bruno,good
7,icarusfilms.com/subjects/afriamer.html,good
8,smu.edu/Lyle/Infinity.aspx,good
9,lead411.com/Rob_Kimmons_238776.html,good
10,linkedin.com/in/petergoodmantriplegood,good
11,last.fm/event/2074029+Nightwish+-+Imaginaerum+European+Tour+2012,good
12,lavalys-inc1.software.informer.com/,good
13,globalarchitectsguide.com/library/Oaksterdam-University.php,good
14,myspace.com/axonnoik,good
15,islanders.nhl.com/club/news.htm?id=465834,good
16,en.wikipedia.org/wiki/Marcus_Walton,good
17,facebook.com/pages/Senator-Johnny-Grant/120016728027528?v=info,good
18,slc.edu/undergraduate/study/history-social-sciences/anthropology/faculty.html,good
19,brightrank.com/,good
20,metacafe.com/watch/687193/fedex_flight_647_crash/,good
21,nunesmagician.com/2011/7/22/2288385/syracuse-football-get-to-know-your-orange-man-41-donnie-simmons,good
22,painters.artunion.ru/e2-10-1.htm,good
23,encyclopedia2.thefreedictionary.com/Davis%2c+Steve,good
24,mediafire.com/?z2ky3nzdzny,good
25,pricetags.wordpress.com/2011/11/18/art-phillips-square/,good
26,artistopia.com/eros-ramazzotti,good
27,lyricsmode.com/lyrics/l/luniz/,good
28,rlp.jumptools.com/Office/11881/QC/Saint-Bruno-de-Montarville/Royal-LePage-Privilege/0,good
29,darkside.ru/band/1800/,good
30,amcsports.org/oldsite/2001-02/mbkpow.htm,good
31,whosdatedwho.com/tpx_56646/stewart-finlay-mclennan/,good
32,yellowpages.com/san-jose-ca/mip/ksjo-radio-station-460582398,good
33,people.famouswhy.com/chelsea_peretti/,good
34,filespart.com/g/gainsbourg-vie-h%C3%A9roique-zip-mediafire.html,good
35,gwsports.com/genrel/050611aau.html,good
36,koders.com/csharp/fid03B5DB6E65288A3FD02BD4FC28D2A08E3749EDAE.aspx,good
37,nme.com/artists/feu-therese,good
38,alibris.com/search/books/author/Marsh%2C%20Jan,good
39,johnnyowens.com/head.htm,good
40,hockeydb.com/ihdb/stats/leagues/seasons/teams/0015311971.html,good
41,youtube.com/watch?v=RJz6WnXyUWE,good
42,gwynteatro.wordpress.com/2010/10/03/21st-century-leadership-lessons-from-julie-payette/,good
43,ymca.org/,good
44,universalorlandoresort.com/harrypotter/first_look_uo.html,good
45,mylife.com/caripodolak,good
46,sounds.freedownloadmp3.net/,good
47,mmafrenzy.com/14400/kimbo-slice-will-be-cut-by-ufc-following-ufc-113-loss-to-matt-mitrione/,good
48,facebook.com/james.rick.stinson,good
49,famgen.genheirlooms.com/RoyalLineI.htm,good
50,ratrodrockers.com/,good
51,en.wikipedia.org/wiki/Craig_Baldwin,good
52,social.csptoday.com/markets/brightsource-energy-ivanpah-project-powers-ahead,good
53,census-online.us/view/STANDRIDGE/,good
54,onlineradio2.com/listen/Rythme_FM_937,good
55,antioch.il.gov/,good
56,mrsbrownbar.com.au/,good
57,ourbis.ca/269529-campeau-jean-jacques-autobus-brownsburg-chatham,good
58,songlyrics.com/timothy-b-schmit-lyrics/,good
59,blacknerd.spreadshirt.com/,good
60,lyricstime.com/souls-of-mischief-lyrics.html,good
61,dropndrag.com/shows.html,good
62,mitchellandness.com/departments/nfl/kansas-city-chiefs.aspx,good
63,animaldiversity.ummz.umich.edu/site/accounts/pictures/Lynx_rufus.html,good
64,chacha.com/question/what-is-the-highest-the-byu-men's-basketball-team-has-ever-been-ranked,good
65,investigativeproject.org/2961/canadian-al-shabaab-militant-killed-in-mogadishu,good
66,banglasong.jimdo.com/a/abdul-alim-bangla-mp3-song-for-free-download/,good
67,encycl.opentopia.com/term/KPIX-TV,good
68,genforum.genealogy.com/engel/page3.html,good
69,residencesenharmonie.qc.ca/node/277,good
70,newhipnews.com/patient/newsView.cfm?id=109,good
71,filmaffinity.com/es/search.php?stype=cast&stext=Michael+Sarrazin,good
72,members.tripod.com/bb_catchers/catchers/slvrslug.htm,good
73,askart.com/AskART/artists/bulletin.aspx?searchtype=DISCUSS&artist=5814,good
74,docstoc.com/docs/48000330/First-International-Conference-on-Emerging-Trends-in-Engineering-and,good
75,genevievecoteillustration.com/GC.portfolioENG.htm,good
76,nifootball.blogspot.com/2006_08_01_archive.html,good
77,myspace.com/video/j-franco-productions/feed-the-fatty-game-show/700460,good
78,facebook.com/DrumKid45,good
79,publicrecords.com/people-search-records/jacob-brunner,good
80,usidentify.com/l/pollara,good
81,audible.com/search?searchNarrator=Wil+Wheaton,good
82,thebody.com/h/is-it-good-idea-to-take-hiv-medication.html,good
83,tvrage.com/person/id-34775/Hans+Conried,good
84,pond.dnr.cornell.edu/nyfish/Cyprinidae/blacknose_shiner.html,good
85,boxingnews24.com/2011/10/olusegun-ajose-defeats-ali-chebah-to-become-mandatory-challenger-to-mexican-legend-erik-morales/,good
86,malaysia.answers.yahoo.com/question/index?qid=20080603043025AAxZxW6,good
87,tvlistings.zap2it.com/tvlistings/ZCSGrid.do?stnNum=11374&channel=4&channelCnt=3,good
88,metrolyrics.com/one-last-kiss-lyrics-mims.html,good
89,dictionary.sensagent.com/Ko%C4%8Devje/en-en/,good
90,yathehabsrule.com/2009/11/golly-gee-willikers-its-howie-meekers.html,good
91,ncbi.nlm.nih.gov/pubmed/1916106,good
92,willisallen.com/Roster/13393/Lisa-Allen.aspx,good
93,barbara-alper.gonetoosoon.org/,good
94,last.fm/music/La%20Bolduc,good
95,us.vocuspr.com/Publish/897020/Forward_897020_353909.htm?Email=dailyclips%40sce.com&Date=10%2f4%2f2011+10%3a09%3a47+AM,good
96,all-acronyms.com/WHB,good
97,sumobrain.com/patents/wipo/Liquid-hand-dishwashing-detergent-composition/WO2010088164.html,good
98,vault.com/career-company/HMSHost.html,good
99,en.wikipedia.org/wiki/Gord_Donnelly,good
100,answers.com/topic/feinstein,good
101,tripadvisor.com/Hotel_Review-g186243-d1874913-Reviews-Hawke_s_Point-St_Ives_Cornwall_England.html,good
102,hockeybuzz.com/blog/Jesse-Connolly/Inside-Hockeys-Tim-Rosenthal-and-Biz-Jacobs-Discuss-Hockey-East-Beanpot/116/25924,good
103,spoke.com/dir/p/skinner/nancy,good
104,collegecareercoach.com/,good
105,thinking-forth.sourceforge.net/,good
