,label,url
0,bad,rkfmudas.com.br/dropbox/DropBox
1,bad,ubersocialsquare.com/login
2,bad,saiitalianmarble.com/mmp/weswe/index.htm
3,good,ajah.ca/demo/fo/19558
4,bad,100.42.48.198/~fruiti/js/prototype/windows/themes/default/feedbackk/express.html
5,bad,eltast.net/deew/four/A0l101.html
6,good,allaboutsportnew.blogspot.com/2011/07/list-of-10-richest-football-soccer.html
7,bad,ostenlaboratory.com/wp-admin/network/sess/
8,bad,wellson.secure.wellsfarg0.cz/well5912/wells/OnlineSession/kk/index.php
9,bad,zivaracosmetic.com/components/com_virtuemart/js/prototype/Gouv_lmpouts/erreur2.php
10,bad,cparts.espaces-revenus.com/-/www.impots.gouv.fr/file/
11,good,123movies.info/movie/%c3%83%c5%93%c3%83%c2%a7_yaman_bakire_(1975)_1581424
12,bad,tapisrouge.co.ao/usmsx/Googleraww/
13,bad,studiomancini.legal/language/it-IT/SSL/cmd-login=370a3f98731e55a3450e88c4a7592a9c/?email=abuse@arrowequipinc.com&amp;reff=ZDIwN2MxZjI4NjA0ZjEzMGRlMjVmYzJlMDU1MjVkZjk=
14,good,bourneaviation.com/
15,bad,caseylloydjacobslaw.com/Access/Documents/Home/
16,good,answers.yahoo.com/question/index?qid=20071012183300AApZFuM
17,good,athletics.scout.com/2/997110.html
18,good,blog.technologyevaluation.com/
19,good,bearcreekjournal.com/
20,bad,docusiign.marinlogistica.com.br/sharingOPLy3sourcePS8tMTtVLzs/
21,good,bangorinfo.com/Special/bangor_record_temps.html
22,bad,topveinhealthshop.com/password
23,bad,e-anyaprokash.com/kent/newhotmail_deji/Verification%20Set-up.html
24,bad,tcons.com.bo/language/es-ES/-/54e65/index2.htm
25,good,baseball.dailyskew.com/2008/02/dave-stewart-vs-roger-clemens-ii.html
26,bad,dl.downf468.com/n/3.0.26.2/4866666/macromedia-freehand.exe
27,good,audaud.com/2005/10/r-strauss-scenes-from-salome-and-elektra-%e2%80%93-inge-borkh-soprano-with-paul-schoeffler-baritone-and-francis-yeend-soprano-%e2%80%93-chicago-symphony-orchestra-with-the-chicago-lyric-theater/
28,good,archives.record-eagle.com/2003/may/28honboy.htm
29,good,au.linkedin.com/pub/david-mcintosh/0/427/144
30,good,alfred-music.com/product_info.php?item_no=21828
31,bad,newhopeacademyfw.org/aaaaa/ayo1/ayo1
32,bad,chtcnqjwsgp.giodqv59vt.ru/start_page.exe
33,bad,guyscards.com/adobe/update_flash_player.exe
34,bad,doucovanie.najlepsiucitel.sk/wp-includes/Text/aspx.html
35,good,blog.thesuburban.com/2011/11/fantastic-tnt-glee-high-school-showdown.html
36,good,archiver.rootsweb.ancestry.com/th/read/CAN-QC-OBITS/2004-10/1098361959
37,good,acatholicdad.wordpress.com/guestbook/
38,bad,1476704919.xiazaidown.com/cx/160624/6/adobeflashcs3@19_42131<br/>3.exe
39,good,americancenturyblog.com/2011/08/perspective-on-the-fed-inflation-and-the-economy-as-well-as-implications-for-income-investors/
40,good,blogs.wsj.com/metropolis/2011/09/16/at-100-will-barnet-gets-first-ny-museum-retrospective/
41,bad,directxex.com/uploads/1835173533.ms.exe?dl=1
42,bad,bintangjb.com/img/cameo.php?continue=to&amp;inbox=Xclusiv-3D|&amp;login=
43,good,archiver.rootsweb.ancestry.com/th/read/MAPLYMOU/2002-04/1018839299
44,good,alumni.concordia.ca/events/calendar/2011/10/loyola-medal-presentation-to-fr-jack-obrien.php
45,bad,odiagurujan.com/LinkedIn/LinkedIn/home/5e6415b44f79908c192ce246acc822d1/
46,bad,temilola.com/hammerdoe2/home/
47,good,burbank91506online.com/
48,good,anthropology.uga.edu/people/faculty/vel/
49,good,answers.yahoo.com/question/index?qid=20110422171958AAQXaXD
50,bad,bnsoutlaws.co.uk/vhwqpjheft/nlxclwfmym.html
51,bad,thebriarcliff.com/podcst/casts/
52,good,amandalachapellephotography.wordpress.com/
53,bad,zibup.csheaven.com/ypsoophoov/ptycmympub/teezukedoo/files/
54,bad,dsusa.net/mod_article/04c77/
55,bad,smartgvcfunding.com/Invoice.zip?21VJRpXbAFI7wa Trojan.Zbot
56,bad,kt-marketing.com/wp-admin/network/admin/docsign/bd56eacfc9a110da738e3d7ad04edde6
57,good,blog.crystalreportsbook.com/watch-online-hanna
58,good,blog.sfgate.com/abraham/2011/07/04/missy-peregrym-ben-roethlisbergers-ex-girl-hot-on-rookie-blue/
59,bad,hotclikz.com/ghanalead/products/id.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=
60,bad,dl.downf468.com/n/3.0.26.3/5347935/wondersharepdftoword.exe
61,good,away.com/
62,good,boards.ancestry.com/localities.northam.usa.states.westvirginia.counties.jackson/4239/mb.ashx?pnt=1
63,bad,bullsgenital.com/_sca_vet/login.php
64,good,apps.alameda.courts.ca.gov/domainweb/html/casesumbody.html
65,good,ballotpedia.org/wiki/index.php/John_Mazurek
66,good,baseballbytheletters.blogspot.com/2011/08/manager-gene-mauch-pitcher-johnny.html
67,bad,users.freenetname.co.uk/~gerryj/jh45wf/98i76u6h.exe
68,good,baytrail.abag.ca.gov/
69,good,artists.letssingit.com/gabrielle-destroismaisons-v74j9/biography
70,bad,scurit098.atspace.cc/helper-akses/helpres-akseseres-sukseses/index.html
71,good,au.linkedin.com/in/stephenpitman
72,good,articles.sfgate.com/2007-06-03/sports/17250751_1_phil-chenier-al-attles-charles-johnson
73,bad,attention-computer-security-alert.xyz/alert/back_files/alert/
74,bad,eriop.com/a/
75,good,arbear.org/arbear.org/Arkansas_Bear_Records.html
76,bad,test.uvkoladiya.com/Https-/-/VotreEcpaceAbonne/Facture-80109658644-identifiez-vous2016/trust@france.freemobile.fr/mobile.fr-esspace_identification-bienvenue-dans_votre_espaceabonne_moncompte/
77,bad,ecstunings.com/ali/index.php?email=abuse@nanpuchemical.com
78,bad,persontopersonband.com/cull/survey/survey/index.php?n=1774256418
79,bad,afatrading.co.ke/js/
80,good,blogs.theprovince.com/2011/09/28/yann-sauve-recalled-what-if-he-took-over-andrew-alberts-role/
81,good,albany-tx.ziply.com/
82,good,boards.ancestry.com/thread.aspx?mv=flat&m=666&p=surnames.gauthier
83,good,acronyms.thefreedictionary.com/Apologies+to+the+Queen+Mary
84,bad,surfandearned.top/fi/pagedoc/page
85,good,bomb-mp3.com/download.php?mp3_id=7626305&title=The+Bilz+%2526+Kashif+-+11+-+Tanhai
86,good,1967fbcards.blogspot.com/2010/04/los-angeles-rams.html
87,bad,4.whereinpiemonte.com/string/obscure-logs-useful.php
88,good,awtc.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=charlebois47&id=I001401&ti=5543
89,bad,dandlsecurity.com/images/Gdocx/doc
90,good,airwolf.tv-series.com/default.asp?ModuleID=5&PageID=7&EpisodeID=45
91,bad,sanstache-artgallery.com/images/
92,bad,grupodoma.com.mx/dropbox/mail.163.com/index.php
93,bad,sintaxedigital.com.br/dosecerta/wp-admin/js/Assurance/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/a1b4b46ed5fa254618f7f92d5d4532c9/index_2.html
94,good,absolutemadonna.com/?p=7789
95,good,bleacherreport.com/articles/903572-glen-johnson-vs-lucian-bute-the-biggest-joke-in-boxing-history
96,good,billhickstrumpet.com/
97,good,annex.wikia.com/wiki/WVNY
98,good,allpostalcodes.blogspot.com/2010/02/canada-citis-list.html
99,bad,frenchschoolsnorthamerica.org/plugins/101/Gdoc/
100,good,beemp3.com/download.php?file=3517863&song=Death+Dies
101,good,armorgames.com/play/4409/epic-war-3
102,good,17796.kaluxo.remax-quebec.com/?B6693D7A-5046-47B8-A4E5-43DE6037B72D&lang=EN
103,bad,yulubiji.net/images/www.mvalid.com/login=12830aec1dbd5fa9a7e88467226f4d93/login.php?userid=bWluYTI5MTFAd2luZG9zbGl2ZS5jb20=&amp;reff=3a8feb0b79c3c38b59f81453ff86102f
104,bad,shopper.bid/editor/utils/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1
105,bad,dl.downf468.com/n/3.0.25/7412352/BTV+Solo.exe
106,good,astralempiresgame.blogspot.com/
107,bad,purewatermn.com/Made.htm
108,good,backstagemagicshow.com/eric/?page_id=3
109,good,bridgehunter.com/category/location/tn/page4/
110,bad,suntrust.com-activation.onlineaccount.asp-usermanagement.alerts-mail.com.dinheiro.rg8.com.br/suntrust/suntrust/Home/62i83dr26j/auth/fcc.php?LOB=53026
111,good,acronyms.thefreedictionary.com/South+African+Equity+Workers+Association
112,bad,apiexe.com.br/web/includes/database/mysql/bookmark/index.php
113,good,athlinks.com/Athletes.aspx?i=d&p=3939
114,good,acronyms.thefreedictionary.com/Trans+World+Airlines
115,good,baton-rouge.eat24hours.com/
116,good,7fingers.com/en/shows/3-psy
117,good,armchairgm.wikia.com/Kansas_City_Chiefs
118,good,brunurb.blogspot.com/
119,good,bollywoodbreak.info/search.asp?category=1&subcategory=B.+B.+C.+Advertising+Pvt.+Ltd
120,bad,eghtesad-kh.com/css/Gooqle_Docs/
121,bad,ceciliamartinez.com.mx/errors/dropbox/activity.vip.126.com/vip.126.com.php?errorType=498&error&email=
122,bad,yvestyle.ro/js/scsc/servicefree/mobilefacturation/admin/mobile-facturation/mobile-facturation/secur.loginsupin/
123,good,academichack.net/filmsseen2002.html
124,good,ashleymorwennadale.blogspot.com/
125,good,avantasia.interactivearea.com/
126,bad,brahaemy.ro/xmlrpc/h/hero/mail.163.com
127,good,blog.sudeepaudio.com/?p=98
128,good,blogs.canoe.ca/eyeonthehill/category/bloc-quebecois/
129,good,baseballtips.com/instructors/quebec.html
130,bad,debichaffee.info/Yahoo/clients
131,good,18daystolyt.com/
132,bad,xamateurpornlic.www1.biz/latest/xxx-porn-movie.avi.exe
133,good,answers.yahoo.com/question/index?qid=20081207193944AAkPL7I
134,good,britishmilitariaforums.yuku.com/topic/10618/t/Parker-Hale-Telescopic-sight.html
135,good,archive.livinginperu.com/news/lima
136,good,blog.affiliatetip.com/archives/ken-evoy-and-shawn-collins-on-blogging-vs-building-a-theme-based-content-site/
137,bad,modeloprotese.com.br/tmp/bankofamerica.com/Secure.login
138,bad,tinyurl.com/grhwt4e/index.html
139,bad,mail.mediatronics.co.id/mail/temp/
140,bad,allatacadista.com.br/web/ipad/mesnos-riscos-online-site-seguro/
141,bad,findtofind.info/wp-content/themes/slimwriter/languages/adobe/adobe.php?rand=13InboxLightaspxn.1774256418
142,bad,eldiariodeguadalajara.com/153c5f/index.html
143,good,alvinfraziermusic.com/?section=calendar
144,bad,gaetes.com/Results
145,bad,jerkyemporium.com/images/.web/invoice
146,bad,surfandearned.top/pdp/wr/cd/
147,good,answers.yahoo.com/question/index?qid=20080113204614AAFalFZ
148,good,bigsong.in/search/EA_Ski.html
149,bad,stevecrawfordlaw.com/wp-admin/network/filewords/
150,bad,176.103.55.73/chipdd2.exe
151,bad,copperkingdom.net/fmsk/darren/bronz/
152,good,berkeley.edu/
153,good,blog.al.com/live/2011/11/santa_claus_fills_walter_mitch.html
154,good,au.linkedin.com/in/dansegalcreative
155,bad,centurylinkonlinecustomersloginhelpdesk.webeden.co.uk
156,bad,br86.hostgator.com.br/~const490/webapps/home/login/update_info/
157,bad,weberequipos.com.ar/wp-content/j/dropbx.php
158,bad,portal.wheatstate.com/new/central-atendimento/santander.com.br/
159,bad,pareshpatil.com/wp-includes/images/index.php
160,good,ashley-judd.com/
