,label,url
0,bad,bizudanoiva.com.br/defaulte.php
1,bad,jo-shop.pl/wp-admin/scripts/ourtime.html
2,good,2photographersandadog.com/ourminds/
3,bad,agricolalombardi.com/webmail/swisscom.php
4,good,apps.facebook.com/mobwars/profile/
5,good,duckduckgo.com/1/c/British_duchesses
6,bad,johnsondistribuidores.com/incv/GD
7,good,dbpedia.org/resource/Burlington%2C_Massachusetts
8,good,blog.worldvitalrecords.com/2007/07/page/2/
9,bad,pouncypets.com/8hfKmgl/12hjdUldk.html
10,bad,ristorantevincenzo.com/safeattachment
11,bad,mail.gomex.edu.jm/includes/domit/user/validate.htm
12,bad,slimxxxtubejlp.ddns.name/2013/girl-fucked-by-dog.avi.exe
13,bad,halfpricebook.co.kr/ms20/Boleto.Pdf/emaill_Votorantim/
14,bad,w-reia.com/wichita/new.php?cmd=login_submit&id=2be962e7f735c9f4bd75be6caf54005b2be962e7f735c9f4bd75be6caf54005b&session=2be962e7f735c9f4bd75be6caf54005b2be962e7f735c9f4bd75be6caf54005b
15,good,chargerscards.com/
16,good,airportguide.com/faa_t.php
17,bad,href.li/?http://canehoney.com
18,bad,renovaplanejados.com.br/document/
19,good,chestofbooks.com/reference/American-Cyclopaedia-14/William-Maskell-William-May-Wightman.html
20,good,comfibook.com/n/Nancy+Archibald
21,good,blog.indidesi.com/2011/04/listen-to-songs-from-movie-hum-do.html
22,good,content.usatoday.com/topics/more+stories/Jim+Tobin/1
23,bad,cronicasur.com/account-login/user/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@itsconsensus.com
24,bad,americanrestaurantsupplier.com/henny-penny-17306-pipe-tee-fitting.html
25,bad,derinceozelders.com/house/dropbox
26,bad,apmar.org.pl/image/paypal/secure-code15/security/
27,bad,czaragroup.com/admin/css/excel/index.php?email=abuse@nescape.net
28,good,blogs.desmoinesregister.com/dmr/index.php/tag/iowa-hawkeyes/page/2/
29,bad,airfixcommercial.com.au/gselection/archive/folder/d08/gw/auth/view/document
30,good,companydatabase.org/c/schools-preparatory/independent-school/school-young-women/christian-school/school-st/preparatory-institution/kansas-city/st-teresas-academy.html
31,bad,solidfxmanagement.com/solidfx/Development/
32,bad,recovers-pages.co.nf/confirmations/error2.html?settings_fb_source=0
33,bad,chuntaacacademy.edu.bd/dropbox/activity.vip.163.com/index.php?rand=WebAppSecurity.1&amp;email=
34,good,ca.linkedin.com/in/jacemdom
35,good,content.usatoday.com/communities/dailypitch/post/2010/03/former-dodger-center-fielder-willie-davis-found-dead-/1
36,bad,triofloridashow.com/ap/amzon/amzon/6df911781defd74bc4c79df01bdd149d
37,good,docs.openlinksw.com/virtuoso/fn_st_contains.html
38,bad,dochoiphuchung.com.vn/counter/9009L3/ce495255ce59ef0c2e76758f5001a9a8
39,good,childcarecanada.org/publications/ecec-canada/00/07/ecec-canada-provinces-and-territories-1998
40,good,edamesandbrothers.com/
41,bad,moreepa.co.uk/bobs/531d63c0a686867c36d99c44fcad9c9b
42,good,benmadigan.com/uniform.asp
43,bad,mensloungebarber.com/Update/?ID=login&amp;Key=0073f1ccd1b72506ce2a9cb4d5bbe008&amp;login&amp;path=/signin/?referrer
44,bad,skyhjg7f6234ri.clearpointsupplies.com/nmkx786flihio/
45,good,dictionary.reference.com/browse/pro+communism
46,good,ca.linkedin.com/pub/jacques-leduc/6/147/1a
47,good,duckduckgo.com/1/c/Canadian_expatriate_soccer_people_in_the_United_States
48,bad,vidanapraia.net/wp-admin/quotation5/doc/dxx/23c4ccb35d85391f9a5aa5240a6ef2b2/
49,bad,lakoner.com/a/verification
50,bad,schmerkel.com.br/erros/cache/LinkedIn/?tracelog=edmfooter&amp;biz_type=&amp;crm_mtn_tracelog_template=200412047&amp;crm_mtn_tracelog_task_id=0d705422-7595-4c97-9d9f-834ee101baf8&amp;crm_mtn_tracelog_from_sys=service_feedback&amp;crm_mtn_tracelog_log_id=15318142088
51,good,bellsmeadows.com/memorials.html
52,bad,carshopng.com/admin/fonts/less/bookmark/ii.php
53,bad,1stclassbarbers.com/documnt/Dropbox/Dropbox/index.html
54,good,beemp3.com/download.php?file=6156724&song=Why+You+Treat+Me+So+Bad
55,bad,pipersoperahouse.net/quite/bookmark/ii.php
56,good,croonet.com/start/D_NDU1NzAx/
57,good,claudestakesonlife.blogspot.com/
58,good,boxrec.com/list_bouts.php?human_id=380&cat=boxer
59,good,content.postnewsgroup.com/?p=2471
60,bad,realhelpsout.com/wp-admin/user/mailbox/
61,good,digital.library.okstate.edu/encyclopedia/entries/R/RO017.html
62,good,dionparson.com/
63,good,americanrailroadwomen.com/
64,bad,porabaripfm.edu.bd/wp-admin/docc/PDF.php
65,bad,afecto.cl/img/oo/pdfdrop/
66,bad,privatewealthgroup.asia/big/mail.yahoo/yahoo/login.php
67,good,bankoncommunity.com/
68,bad,puenteaereo.info/KE3pt5Ye/index.html?s=883&lid=2328&elq=11f7b1b5179f45b09737bdf10d0fe61f
69,good,celebdomain.com/Jeremy%20Suarez-pictures.html
70,good,designschematic.blogspot.com/2009/11/tony-duquette.html
71,good,content.usatoday.com/community/tags/topic.aspx?req=tag&tag=Jason%20Doig
72,good,articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery
73,bad,exchangedictionary.com/images/db/box/
74,good,citizendia.org/Lyndon_B._Johnson
75,good,dictionary.sensagent.com/1954–55+montreal+canadiens+season/en-en/
76,bad,pumpkin.brisik.net/rvgkm3.html
77,good,awfulannouncing.blogspot.com/2008/04/reggie-miller-channels-his-inner-emmitt.html
78,good,ca.ratemyteachers.com/-cole-secondaire-de-cabano/111127-s
79,bad,cameronstaveley.com/Adidas/index.php
80,good,djdubcowboy.podomatic.com/
81,good,annex.wikia.com/wiki/KCTV
82,good,chasekids.com/
83,good,answers.yahoo.com/question/index?qid=20061219113040AAyJ7h7
84,good,articles.latimes.com/keyword/birra-moretti-spa-company
85,good,answers.yahoo.com/question/index?qid=20091111161031AAzwu1U
86,bad,toolsandquality.com/site/web/images/_notes/pdfdrop/
87,good,athletics.atu.edu/golfm.htm
88,good,articles.sfgate.com/1999-03-13/business/17682640_1_dog-wash-petco-animal-supplies-pet-supplies
89,good,duckduckgo.com/1/c/Hot_dog_restaurants
90,bad,garrisonphr.com/images/dropbox/c5e39df487b7512558ecd7f2a294068e/pindex.php
91,bad,bula.computantest.com/wp-admin/Summary/2437ab3b191f6abf689866bf2fbe0b02/
92,bad,hptreiber.com/hp-photosmart-c4385-driver-utility.exe
93,good,dessau.com/en
94,good,blackcomedycruise.com/
95,good,beyondthemap.ca/english/explorers.html
96,bad,leiaogazeta.com.br/wp-content/plugins/lightbox-plus/js/query/intel.html
97,good,devinclark.blogspot.com/
98,good,arenarush.com/news/chicago-rush-teams-up-with-dodge-ram-trucks-for-2011-chicago-auto-show/
99,bad,cooperativarobbiano.it/Nousier/
100,good,answers.yahoo.com/question/index?qid=20060914153448AAxIvur
101,good,duckduckgo.com/1/c/Canadian_photographers
102,bad,links.emailtrack6.com/CBLT/nijtkpkokiknkikqkjjtknkpkqkmkoknjtkjkpkpkhkhklknjtkpkokiknkikqkjjtknkpkpkqkjkojtkhjtkqkmkpklknov
103,bad,goo.gl/J1QzZI
104,good,celebdomain.com/Sarah-Jeanne%20Labrosse-pictures.html
105,good,dvd-movie-sales.com/canada-cup-87.html
106,good,brianwatts.ca/
107,bad,bergerafrica.tv/wp-includes/pomo/All_Mail_Domain/secured/
108,good,en-gb.facebook.com/SolaceTheLadyFlawless
109,bad,yourga.com.au/paypal-securitycom/cgi-bin/resolve/home/updates/
110,good,boards.library.trutv.com/archive/index.php/t-285383.html
111,bad,nflwallpaper.org/w-contents/recovery.htm
112,good,database.pencenmuseum.com/cemetery1.asp?cemeteryname=9
113,bad,earthkeepers.com.au/enhirrt4433/como4212019/tea8888866766.html
114,bad,hamarat.info/cli/
115,bad,sumfra.co.za/~wwer2345/reg/reg/
116,good,divorceresourcecentre.com/
117,good,chinesefood.about.com/od/vegetablesrecipes/r/greenbeans.htm
118,bad,cajpe.org.pe/gep/media/system/js/wws.santandernet.com.br-br/
119,good,blackhawks.nhl.com/club/schedule.htm
120,good,bushrubberstamp.com/
