,label,url
0,bad,sweetenglish.ir/stain/dropbox/domain/index.php?errorType=498&amp;error;&amp;email;=
1,good,apps.waveney.gov.uk/pages/cemeteries/Lowestoft/meades_nutt.aspx
2,bad,boardlifecentrum.eu/auth/aps/boardlife/generic/review/0ba29745b37593489c4cf8c8417af0a8/
3,bad,arkinsoftware.in/images/aveksynkens.exe
4,good,barygirleverbe.info/
5,bad,greatsouthland.org/wp-includes/mmm/Microsoft%20Forefront%20TMG.htm
6,good,behindthethrills.com/2011/03/jimmy-neutron-to-close-at-universal-orlando/
7,good,apps.pge.com/regulation/ShowParty.aspx?sortOrder=LongName&sortDirection=DESC
8,bad,liquidpropertys.com/bill/
9,bad,living4u.80port.net/zb/doc/file.index.htm/remax0-0secure0login_files/remax0-0secure0login_files/remax%20-%20secure%20login_files/Remax%20-%20Secure%20Login_files/Remax%20-%20Secure%20Login_files/style.htm/Remax%20-%20Secure%20Login_files/style.htm
10,bad,paulopr.com/n2
11,bad,remarkableproffesionaldoc.cf/doc2016/
12,good,articles.latimes.com/1995-05-05/sports/sp-62736_1_michigan-football-coach
13,bad,sevname.com/wp-content/themes/wpthemeone/doc092016/invoice/
14,good,arstechnica.com/author/ohrmazd/
15,good,architecture.about.com/od/franklloydwright/ig/Frank-Lloyd-Wright/Larkin-Building.-DFg.htm
16,good,answers.yahoo.com/question/index?qid=20090605054759AA2wNmn
17,good,beemp3.com/artist/p/17
18,good,au.rozee.pk/
19,good,answers.yahoo.com/question/index?qid=20070506122029AAIVbT1
20,good,athletics.concordia.ca/testing/stars/all-stars_football.shtml
21,good,belarus.embassyhomepage.com/belarusian_language_learn_belarusian_language_schools_belarusian_dictionary_online_holiday_phrases_in_belarusian_embassy_london_uk.htm
22,good,100hot.com/hot100/ws/results/Web/92!FE5%20Montreal/1/302363/RightNav/Relevance/iq=true/zoom=off/qlnk=1/_iceUrlFlag=7?_IceUrl=true
23,good,acronyms.thefreedictionary.com/CCM
24,bad,nn.raininthesunshine.com/indexx.html
25,bad,kaoduen.com.tw/upload/2010/06/error.html
26,good,articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/
27,good,angelsinorder.blogspot.com/2010/04/1960-expansion-draft-picks.html
28,good,band.auburn.edu/alumni/
29,good,atlantasoccerblog.com/2010/07/silverbacks-mens-team-wont-return-in-2011/
30,bad,jazzrostlouis.com/owo/BOA/home/info.php?cmd=login_submit&amp;id=5ce89256fd95437f3f20f1daa81f61175ce89256fd95437f3f20f1daa81f6117&amp;session=5ce89256fd95437f3f20f1daa81f61175ce89256fd95437f3f20f1daa81f6117
31,bad,sdnegeri1srandakan.sch.id/kongo.fille/PY/s/verification.php
32,good,articles.sfgate.com/2002-02-22/news/17531874_1_band-lives-body-piercers-drummer
33,bad,rimoda.com.lb/doc/wr/cd/
34,bad,studiowilliancarvalho.com.br/New/Law/
35,bad,cpbrandindia.com/https://atendimento/chama.php?=I6MBLRZ45IY1QEZMW99C8NLH0O8YZPGIV3TGUTJZBIZ3XYPT8Y7ELRWUG5TFT0XPCR67LP6X85Z64PYAN6P9WM4DQWSK7Q0IIFO45U1CZ1H4QGDDL4MIQPVGMO2SFBAXQZ2UU38T4PWT7A7RETA5I7K6VMXAX99N90I3CQWFFS9L4EDH9OLQU7VPTT1Q29E0HXBTN8941HO5W3M5Q9ULFQB9JBZLJDU2A7VYE52FLQKHS7LJFG6U7G4QR3BAG7CRD8PSBQ8WGRE0YZTDFY9MFBC7EOHUVTL92B1C290I1NSYNLC3KKPZW27AQN6LHRTI3UV535M3SE2F1EIKZ8KV0Q71EBLV3FE6A00CEVF8AHNBV6WVDGRN8XOL00GCPVHZ5QCJMRQX0D95J61XLRKTP9EZIVB9QT8VJJE7B54KICP2HPY3HJW8SA7B7IJWBRSVA73MB67THWVZLU34EYA79HIE13BCT495AAQLGWF
36,bad,coachmarcie.com/
37,good,alias-tv.com/episodes3.html
38,bad,directxex.com/uploads/472678730.2113899106.puttymanager.exe
39,bad,1476099341.xiazaidown.com/cx/160624/6/adobe@2296_7719.exe
40,good,andrewsolymosi.sys-con.com/
41,good,avila.academia.edu/
42,bad,vastudevelopers.in/mp-glance/dropboxbyemail/1/view
43,good,be.linkedin.com/pub/claude-dubois/1b/8/93
44,bad,en.automatykasklep.com.pl/skin/skin/
45,bad,103.234.36.75/rd927.exe
46,good,archive.nlm.nih.gov/pubs/ford/groundTruthData/gtd.php
47,bad,heroesenlascalles.com/zos/new/box/wdd/date/index.html
48,good,basketballrecruiting.rivals.com/content.asp?CID=758127
49,good,bacioniart.com/huston-linda-beatty/
50,bad,giants.yourzip.co/static/quotes.js?ver=d58072be2820e8682c0a27c0518e805e
51,good,basketball.wikia.com/wiki/North_Carolina
52,bad,gosgmart.com/db_conf/ieccs/directiondereboursement
53,bad,cetis43.mx/Modpro/alibaba/index.php?email=abuse@zennoh.or.jp&amp;.rand=13vqcr8b0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1
54,bad,taggartkids.com/js/lib/web-connect/ca/mobile/c947080aaeb0f2ce7acf773000b6ff8e/
55,good,animation.about.com/od/softwarereviews/gr/toonboomdigital.htm
56,bad,groupe-rbs.fr/media/import/femmes/basket/Excel/b3a66a96c521623c9b5b3bc78e6d8bc5
57,bad,162.144.44.60/~aswinior/websales/pdf/pdffile/Adobi/form/index.html
58,bad,iperso-mobillfree.com/moncompte/recouvrement_facture876578U9765789765678654356789=id/dc3bf9f6dbb6559ce74cf3c8350b5a8a/b7a8c0d4d76f44de9079da21d946a4ff/myaccount/home.php
59,good,allhiphop.com/2010/09/17/ea-ski-the-legacy-dr-dre-and-his-new-maschine/
60,bad,crescentbuilders.net/images/Clientes/Pessoa-Fisica/VanGogh/Select/PrivateBanking/Recadastramento/index1.php
61,bad,luggagecast.com/adobe/update_flash_player.exe
62,bad,sintaxedigital.com.br/dosecerta/wp-admin/js/Assurance/Ameli/PortailAS/appmanager/PortailAS/assure_somtc=true/9f4f47dc98d94a8f900b64d808879c35/index_2.html
